URL,FileName
https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/gorna-banya/kashta,housesGB.csv
https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dragalevtsi/kashta,housesDRG.csv
https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/boyana/kashta,housesBoqna.csv
https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/manastirski-livadi/kashta,housesManLiv.csv
